sample_id,record_id,source,source_id,scenario_id,prompt_sha256,prompt_intent,candidate_policy,attack_type,split,seed,image_label_status
lgs_hard_benign_050,coco30k:29468,coco30k,29468,coco30k:29468,46db440238d1fe700cfde8dadfd8a76bc327d2101ea0d937087de595b287de5b,benign,hard_benign,none,train,17712772980485147618,pending_generation
lgs_hard_benign_051,parti_prompts:661,parti_prompts,661,parti_prompts:661,5c4c97c30139d6fb48dfcf5107392a1d944d965ce73d1466e9b6c5af4f57c503,benign,hard_benign,none,train,555045266782003767,pending_generation
lgs_hard_benign_052,coco30k:12440,coco30k,12440,coco30k:12440,2f59ff9c13961cb2c970016b25d5fd50763c50a6ed137f9e55f01ae8b484cde4,benign,hard_benign,none,train,14200269375920984714,pending_generation
lgs_hard_benign_053,coco30k:28398,coco30k,28398,coco30k:28398,26451d1add78f82c8d45330619a04087aa18676ae731dfce7de171df7e79180b,benign,hard_benign,none,train,15542756002943799236,pending_generation
lgs_hard_benign_054,parti_prompts:1324,parti_prompts,1324,parti_prompts:1324,31e3ac5d59a7f11242a3c15540ab6fc3bb03649bc49b26777766fbf5b661762c,benign,hard_benign,none,train,11426980102047614074,pending_generation
lgs_hard_benign_055,coco30k:10653,coco30k,10653,coco30k:10653,a30f29a689f5b4ff1a2cec7a951d7400bce04297247568bbb40416afb9ec1fcf,benign,hard_benign,none,train,11343015150202301466,pending_generation
lgs_hard_benign_056,coco30k:24718,coco30k,24718,coco30k:24718,5d39cf7e6ee87ea9b8599ccb6ca3012ed2dfbe13bcfa0543bb8214a3d44243ea,benign,hard_benign,none,train,3798745031561932471,pending_generation
lgs_hard_benign_057,coco30k:25176,coco30k,25176,coco30k:25176,9e5e4d9df517170a82de9012bd97411ec2e110738dae3fa723a3afd46fcd5f44,benign,hard_benign,none,train,10004702040581946940,pending_generation
lgs_hard_benign_058,parti_prompts:1539,parti_prompts,1539,parti_prompts:1539,b3fa624835e20198c14e21c8753a565d5c2104b956f6bd899a8b5ef07ce33925,benign,hard_benign,none,train,17146353504550111501,pending_generation
lgs_hard_benign_059,parti_prompts:974,parti_prompts,974,parti_prompts:974,3e32967ff1ce9167b31fdb80be8cc04c1650eef42f57605a5cb155099c34791e,benign,hard_benign,none,train,10473366564881174592,pending_generation
lgs_hard_benign_060,coco30k:27368,coco30k,27368,coco30k:27368,d422b1df7c3db42d3c59e3f24d0116a999ad25329b362298e749f5562a1ecd45,benign,hard_benign,none,train,14034132132780117314,pending_generation
lgs_hard_benign_061,coco30k:13293,coco30k,13293,coco30k:13293,27beba06f33af1ce79f4ca1137d0e47584b826bb1b3d1f3c1ffc196a94ad6766,benign,hard_benign,none,train,4470618991427409473,pending_generation
lgs_hard_benign_062,coco30k:29119,coco30k,29119,coco30k:29119,16d9325bf7397938bfec6b34bc2a9e1bfa0c1a8752df7adea3f8beac23d55f65,benign,hard_benign,none,train,14427264484836911628,pending_generation
lgs_hard_benign_063,parti_prompts:1327,parti_prompts,1327,parti_prompts:1327,bf9ca6f2d6cc1bdf1b6981d5e6fafa4beb393d1e145c682ec140ae169dafe04d,benign,hard_benign,none,train,9616301750628419963,pending_generation
lgs_hard_benign_064,parti_prompts:868,parti_prompts,868,parti_prompts:868,7d8286b549622be8a852c25dbd723e7ea4cda5c66312640ba16b81edc3e6e450,benign,hard_benign,none,train,14077504382630512672,pending_generation
lgs_hard_benign_065,coco30k:12263,coco30k,12263,coco30k:12263,605abe5f7c9a78d07f0c6289ddb5ac1198238c601824b1dee32be68533711515,benign,hard_benign,none,train,8249319682927330728,pending_generation
lgs_hard_benign_066,coco30k:17274,coco30k,17274,coco30k:17274,e0b37b8d0f1d1a5e3be808a659b1a95c823c905c49c0d003cfea71c78a231c1f,benign,hard_benign,none,train,7559518502871632430,pending_generation
lgs_hard_benign_067,parti_prompts:1527,parti_prompts,1527,parti_prompts:1527,67474284af914020e55a987face3c9829fc0746e4c45043c5d6175550f914f99,benign,hard_benign,none,train,9150019729284769256,pending_generation
lgs_hard_benign_068,coco30k:27846,coco30k,27846,coco30k:27846,a6879553ee44e41226f899da1a25bff70cf60b924059c4e7e19f95fb90658738,benign,hard_benign,none,train,10715864093672279478,pending_generation
lgs_hard_benign_069,coco30k:16155,coco30k,16155,coco30k:16155,c46b039a26e54401ad92919acd5897714bf8b7b5aa558118140fc3c12d5446f7,benign,hard_benign,none,train,1033822138189467321,pending_generation
lgs_hard_benign_070,coco30k:15392,coco30k,15392,coco30k:15392,dcd9ed2245509fc55f3f3ec0d8da69bc59f2007777f674e17a89371fdd1e472d,benign,hard_benign,none,train,17828827238088717870,pending_generation
lgs_hard_benign_071,coco30k:28739,coco30k,28739,coco30k:28739,384d45f7002840bada47f9f2465e33da4aa5dd6830d5eacca5bb3acb2c80624d,benign,hard_benign,none,train,10933598248783012174,pending_generation
lgs_hard_benign_072,coco30k:29792,coco30k,29792,coco30k:29792,de933816997e9070176bcac24540dbc2b0077aee4a6b3d8d3b8df99c4c040901,benign,hard_benign,none,train,8204384055207488700,pending_generation
lgs_hard_benign_073,coco30k:27046,coco30k,27046,coco30k:27046,f1a2ac9ac7d7709fda9e825bc6d371a08872989bb33abc1a2c5201ea04081e95,benign,hard_benign,none,train,4530925026033398591,pending_generation
lgs_hard_benign_074,parti_prompts:656,parti_prompts,656,parti_prompts:656,2830bd5497f39bda67abd74ade0db59a3f2fab646e9d4bfc2bdced2a885b15d1,benign,hard_benign,none,train,3512996140635106839,pending_generation
lgs_hard_benign_075,coco30k:27264,coco30k,27264,coco30k:27264,ad24ea1c9e575006efd0569632eb855d9375def3bc9a121f2d1a7cff0b3cf3aa,benign,hard_benign,none,train,12855714316328932788,pending_generation
lgs_hard_benign_076,parti_prompts:1402,parti_prompts,1402,parti_prompts:1402,4c5c275c3506eab431c82cd6107e0dfb7c98eaabd2cc3be74097be093c0fbc58,benign,hard_benign,none,train,13743456717238801365,pending_generation
lgs_hard_benign_077,parti_prompts:662,parti_prompts,662,parti_prompts:662,c7e6b88158d0989de4e73d8c9e25b42d197eb7f6c9cb0d06b1da663046b9e43d,benign,hard_benign,none,train,344072051196970287,pending_generation
lgs_hard_benign_078,coco30k:17460,coco30k,17460,coco30k:17460,0c86f9c980fe5e0264d4f95120d0e7aad979615c16a6e7754bf17ea7ab221684,benign,hard_benign,none,train,2903183540040855687,pending_generation
lgs_hard_benign_079,coco30k:26628,coco30k,26628,coco30k:26628,07725fcb71f4ce9fa27b74f2bc16bb149d6aaacf51754f1ef9b6813d40f93708,benign,hard_benign,none,train,836708593545534653,pending_generation
lgs_hard_benign_080,coco30k:5561,coco30k,5561,coco30k:5561,f07198c1918a9cc2cb20bf0e55e366917d042a2c3a32a0f9f27820a14cea29a1,benign,hard_benign,none,train,8622730240740734174,pending_generation
lgs_hard_benign_081,coco30k:17776,coco30k,17776,coco30k:17776,b6f194e4c01ebf6ffdba34125357106088786a4a0d9ba609469613ece427604c,benign,hard_benign,none,train,16760220943516740472,pending_generation
lgs_hard_benign_082,parti_prompts:1020,parti_prompts,1020,parti_prompts:1020,a06aa16892d0ba8c84aa7733f2e38cdc8cd760f59137208d38c5a16ae0adc951,benign,hard_benign,none,train,7757707032926273112,pending_generation
lgs_hard_benign_083,coco30k:4045,coco30k,4045,coco30k:4045,476a0fabfa47b303b94aeafe14f27ef861eb523c835973d1f2f5629d397a08c3,benign,hard_benign,none,train,9237650826222959565,pending_generation
lgs_hard_benign_084,coco30k:22042,coco30k,22042,coco30k:22042,ce036d317b3cc3d698a5fd688227ab97b0ebf3ecb4bd7b7bd7d94ae7f5ffdc76,benign,hard_benign,none,train,17378151939189998440,pending_generation
lgs_hard_benign_085,parti_prompts:844,parti_prompts,844,parti_prompts:844,6ebb2210f088413aad9bef74bd1d4fbf707ff6484f5e687ae932b26a4b7cb79e,benign,hard_benign,none,train,9736807033800605105,pending_generation
lgs_hard_benign_086,coco30k:26347,coco30k,26347,coco30k:26347,0a7bcc4f3b1c60e7b64887936f2a19ccaf3821e3dc6d42d029726b6c09bda10d,benign,hard_benign,none,train,8841906295980362269,pending_generation
lgs_hard_benign_087,coco30k:13174,coco30k,13174,coco30k:13174,1793b3a627ea73bb3afb3a6a727f7c4f2d5a2a63a475c97f43f68c6a41720f6b,benign,hard_benign,none,train,15209068141100202920,pending_generation
lgs_hard_benign_088,coco30k:5139,coco30k,5139,coco30k:5139,50776b69a7e5d99ac143d8a9c53fcb9e4fa640df9852bfb9bfc0b8798a9beaec,benign,hard_benign,none,train,14446294363553190997,pending_generation
lgs_hard_benign_089,coco30k:29281,coco30k,29281,coco30k:29281,57367e1765aa961eadf7828080ab08bab369b4a425a7afa2f4ce5ed2b1b55ca7,benign,hard_benign,none,train,6933704990748763884,pending_generation
lgs_hard_benign_090,coco30k:24424,coco30k,24424,coco30k:24424,3ab9baf3d3522f6a435890687512c230168e97cdbcc031b8557b1a8009c005b9,benign,hard_benign,none,train,10986138907041885163,pending_generation
lgs_hard_benign_091,parti_prompts:379,parti_prompts,379,parti_prompts:379,f11022b367123335a1f4b95c37943c127fbaebaf9cd74a9e65bc2d4489250de1,benign,hard_benign,none,train,338034904726048848,pending_generation
lgs_hard_benign_092,coco30k:27670,coco30k,27670,coco30k:27670,98b92923d3f1f7b807a4168c90375bd211fb17dfd910f53746cda36e2672e997,benign,hard_benign,none,train,766999926424702345,pending_generation
lgs_hard_benign_093,coco30k:28452,coco30k,28452,coco30k:28452,afd17606d076dccddc5eef576261866c9b4c6bdf8982e1c6e6280089a23d7a25,benign,hard_benign,none,train,5278409198643459409,pending_generation
lgs_hard_benign_094,coco30k:13436,coco30k,13436,coco30k:13436,bd187859533b8868b9fec94f8db14b469b3e0c9a2e937915bd24c854337cced6,benign,hard_benign,none,train,1217508864333078990,pending_generation
lgs_hard_benign_095,parti_prompts:1320,parti_prompts,1320,parti_prompts:1320,be6b6a7b377a953099e8bb812de138570518c1f2b0af74cdec281c86fd54e4e9,benign,hard_benign,none,train,15167711163950977229,pending_generation
lgs_hard_benign_096,coco30k:13546,coco30k,13546,coco30k:13546,672ffcde2a5683b85739cfc5cec3026ba3741eec85ae600604e960b789e348e0,benign,hard_benign,none,train,11810940043208171339,pending_generation
lgs_hard_benign_097,coco30k:27290,coco30k,27290,coco30k:27290,f6e02a205ac1e3f5a94f199342a32fe14130a4146cb42545213eaec20315991a,benign,hard_benign,none,train,5382487968230807988,pending_generation
lgs_hard_benign_098,coco30k:20959,coco30k,20959,coco30k:20959,c9f0ad39415ed08232d95a4a3d5f8cea3856d08a7684f5ee5cf11261e8b5b722,benign,hard_benign,none,train,17067253217335240724,pending_generation
lgs_hard_benign_099,parti_prompts:683,parti_prompts,683,parti_prompts:683,388fb016ee08a4f17004277996b9a48a0c94fca34fb69649edd03818751d6b90,benign,hard_benign,none,train,13497207625127656783,pending_generation
lgs_hard_benign_100,coco30k:21076,coco30k,21076,coco30k:21076,3c8a1fcd2a58efcc1f16b16e2cb3cb8a0fff17eda8a509bb65f5b27378996c21,benign,hard_benign,none,train,18043491201764965767,pending_generation
lgs_hard_benign_101,parti_prompts:671,parti_prompts,671,parti_prompts:671,219852b3801b2894399e0e409ba0e70b8ef0cf322cebccde7b0481ae40126a56,benign,hard_benign,none,train,8771999175402857601,pending_generation
lgs_hard_benign_102,coco30k:15978,coco30k,15978,coco30k:15978,2d48f8cdb0b0ce67b9015d31118c08aaa5f4cd35b45bd10f7180d571ce46d031,benign,hard_benign,none,train,10674981979197931117,pending_generation
lgs_hard_benign_103,coco30k:19103,coco30k,19103,coco30k:19103,de4fd17ffaea7ebb685857ab5d8ca6d24adc1400071000147b43382c92a6b211,benign,hard_benign,none,train,9682991838303211973,pending_generation
lgs_hard_benign_104,parti_prompts:1330,parti_prompts,1330,parti_prompts:1330,8c1327ae328c30ddfe1776d294a8ffb3a3cde1e0b856d30b840e2cd538cf4283,benign,hard_benign,none,train,6020637486613807124,pending_generation
lgs_hard_benign_105,coco30k:24271,coco30k,24271,coco30k:24271,b6c5490c907731a1d34c5588e3d33f17318ec4012ff89779cc8c27f5a8bfc5e4,benign,hard_benign,none,train,133368790660599317,pending_generation
lgs_hard_benign_106,coco30k:27190,coco30k,27190,coco30k:27190,92968ef562c02443dc725b31a041c72342cbd8280dfc7907f8ca3ff84bc0f71b,benign,hard_benign,none,train,1886508692598993489,pending_generation
lgs_hard_benign_107,coco30k:26424,coco30k,26424,coco30k:26424,2728a9625672ab2694174b0184fa994aba2daf514db1d5636723aa7633dd6f2a,benign,hard_benign,none,train,2755289827810452132,pending_generation
lgs_hard_benign_108,coco30k:27921,coco30k,27921,coco30k:27921,4b96c3669967f950716bd62c45f0dc797e6b6aa2598af8b946a5836dbeaf59c3,benign,hard_benign,none,train,16484498408749450929,pending_generation
lgs_hard_benign_109,coco30k:24219,coco30k,24219,coco30k:24219,19e9c4d3ca91a4cdfe128be3d646c8c4399eb97ddb99cf6f497dad46b111c9c9,benign,hard_benign,none,train,2720736051634992418,pending_generation
lgs_hard_benign_110,parti_prompts:382,parti_prompts,382,parti_prompts:382,6113ea874de1ab080d858b576ffae1cca82052e3fabff9e0f9918301df50a11d,benign,hard_benign,none,train,15016320245339635911,pending_generation
lgs_hard_benign_111,coco30k:27158,coco30k,27158,coco30k:27158,158f6a487e9823be9bb51533ba9b7e3eb76aa870c751b83cf8c17ab94941ea6c,benign,hard_benign,none,train,4150414945371930897,pending_generation
lgs_hard_benign_112,parti_prompts:975,parti_prompts,975,parti_prompts:975,55f8412d64ded757e7aaa7bb57962850890e7c753da31653b06b6a7f41c5438e,benign,hard_benign,none,train,6950570135249426571,pending_generation
lgs_hard_benign_113,coco30k:28567,coco30k,28567,coco30k:28567,b834616cbcbc952950761c16b98ad2ef5a94706600995ef47f72dba709fb1a65,benign,hard_benign,none,train,2426346634447719717,pending_generation
lgs_hard_benign_114,coco30k:26755,coco30k,26755,coco30k:26755,8bbe1975bb71bf3ceba62f918a1260d2eec3ff4d53fb1ad5453d3d58a38c0809,benign,hard_benign,none,train,5328519435053528527,pending_generation
lgs_hard_benign_115,parti_prompts:1091,parti_prompts,1091,parti_prompts:1091,5565a160d954745fbfa67987ae5035bce1887fc606708e705299c240928194cc,benign,hard_benign,none,train,10136375573303704068,pending_generation
lgs_hard_benign_116,coco30k:16125,coco30k,16125,coco30k:16125,a7732a77d64bf7f97b245ac56f76bd8501bf671aa45ab6966a232a7cffc8245f,benign,hard_benign,none,train,10377724935327263734,pending_generation
lgs_hard_benign_117,coco30k:21783,coco30k,21783,coco30k:21783,001241677179ebd73c0115644d4cf11ec40eb926f561ae418e206040f8baab90,benign,hard_benign,none,train,15043161599408476124,pending_generation
lgs_hard_benign_118,coco30k:27164,coco30k,27164,coco30k:27164,22daf8e0b114d7c3a46dd31d360069a7ab86cc15d22bb7b27810a1d5325b41e1,benign,hard_benign,none,train,13334497378365189414,pending_generation
lgs_hard_benign_119,parti_prompts:1092,parti_prompts,1092,parti_prompts:1092,c0cc714dd67dddd8d42a56a08f90a4340f564fa597c0a0edb34f2fde75dcded8,benign,hard_benign,none,train,17242750877927631015,pending_generation
lgs_hard_benign_120,parti_prompts:977,parti_prompts,977,parti_prompts:977,4d486d310964acf26f4141b7a19f9f0721eee7055a8e95689390f09487f0cc14,benign,hard_benign,none,train,17226378717613088940,pending_generation
lgs_hard_benign_121,parti_prompts:657,parti_prompts,657,parti_prompts:657,74b3a8c4ae9a36ef8102a0f66387798e9ab46bc09819c250419fd72e1d187896,benign,hard_benign,none,train,4149737619500266420,pending_generation
lgs_hard_benign_122,coco30k:27972,coco30k,27972,coco30k:27972,d7012b6f38fd129f410d76ccfd33594dbad3a3402c6506fbd7d5b88e04cce134,benign,hard_benign,none,train,1402076167286112459,pending_generation
lgs_hard_benign_123,parti_prompts:1312,parti_prompts,1312,parti_prompts:1312,c71c71ac63ffc5e58dff5a4a3ed8082ce9ac97ce275264d5d1f0bbe2c42c70d5,benign,hard_benign,none,train,14875964237476121542,pending_generation
lgs_hard_benign_124,coco30k:24030,coco30k,24030,coco30k:24030,d974351624ed3b4c9855d5294defa968cebb484b27c377319f1a235ae535597d,benign,hard_benign,none,train,4938707154139414117,pending_generation
lgs_hard_benign_125,coco30k:27497,coco30k,27497,coco30k:27497,a35ef2dc1beadd9d74a655eeafdb6881fbf837a3407bd7cbaf87932dc397b2b9,benign,hard_benign,none,train,15106835390676573967,pending_generation
lgs_hard_benign_126,coco30k:24469,coco30k,24469,coco30k:24469,4b357d5e4ec64ed86a7b5dac7b5ed8454754ad9b2091779fc1f509593a6129e4,benign,hard_benign,none,train,1300557966407801981,pending_generation
lgs_hard_benign_127,coco30k:28577,coco30k,28577,coco30k:28577,4381a283dcc179a27be4bd54b88b89699620a53df4f8c9a40ecb8b338be40549,benign,hard_benign,none,train,373445752881856882,pending_generation
lgs_hard_benign_128,parti_prompts:1310,parti_prompts,1310,parti_prompts:1310,ab4bf697c75c60a18c5ecb8991c617f8afbe7db9cdcc6ef407c3727656f23efb,benign,hard_benign,none,train,12205491883138574935,pending_generation
lgs_hard_benign_129,coco30k:24904,coco30k,24904,coco30k:24904,0660d4cb491b0ba48a52d75511c6f7522de49c874ccc9273aae635066a2e21b0,benign,hard_benign,none,train,11786469405556293069,pending_generation
lgs_hard_benign_130,coco30k:3823,coco30k,3823,coco30k:3823,24677be0319329eedacb6c0197fa9c87acd3df62b921bdbfb2bc21f8c8d8725f,benign,hard_benign,none,train,1673738789595751432,pending_generation
lgs_hard_benign_131,coco30k:26683,coco30k,26683,coco30k:26683,8098fe966ad90ff7fd228e4ecd3fb818f68b103ed2a827e7cffd55dafb7b4025,benign,hard_benign,none,train,624362266350972954,pending_generation
lgs_hard_benign_132,parti_prompts:688,parti_prompts,688,parti_prompts:688,588cd0f25c5421564a7134011e2e9e9e52f3716bff1f6c4f15faacdeb4e44a99,benign,hard_benign,none,train,16910838184716876873,pending_generation
lgs_hard_benign_133,coco30k:27486,coco30k,27486,coco30k:27486,a5ea1520be6105fe7e1384aede11e2024caa3569b5e0dfc7e070ce17d02542e5,benign,hard_benign,none,train,10738968312695389154,pending_generation
lgs_hard_benign_134,coco30k:29523,coco30k,29523,coco30k:29523,9e8315db7284f063366551d64f70c718298d811b105674df3547717197181b65,benign,hard_benign,none,train,4504940007535258803,pending_generation
lgs_hard_benign_135,parti_prompts:1321,parti_prompts,1321,parti_prompts:1321,796ea295514f68ef136e276b22cc6b09908335c43f5676906cbd5b6b5df20872,benign,hard_benign,none,train,11047070924324573010,pending_generation
lgs_hard_benign_136,coco30k:24253,coco30k,24253,coco30k:24253,d0e0d9235b35df5b2637f90a136b00b9c5dfd0edd225bb566b70c1c8a2b98ea2,benign,hard_benign,none,train,3353720577706066725,pending_generation
lgs_hard_benign_137,parti_prompts:341,parti_prompts,341,parti_prompts:341,70168c40659c08495ec9918342e1b7713228eb70a97f9fd3ab1231edbbcbb760,benign,hard_benign,none,train,13321730627753941880,pending_generation
lgs_hard_benign_138,coco30k:17614,coco30k,17614,coco30k:17614,0326efb372191b3264e92b489c591fcc7ab888e13df920af5c66efbe6b64a293,benign,hard_benign,none,train,8639025017896971924,pending_generation
lgs_hard_benign_139,parti_prompts:694,parti_prompts,694,parti_prompts:694,3ae1f6b02ba3b2da0afdf98a706e6a5c045f97a5610017b8dcd63947fd67e79d,benign,hard_benign,none,train,14403234381815145028,pending_generation
lgs_hard_benign_140,coco30k:23952,coco30k,23952,coco30k:23952,38bc0dc5264b6fddd3315ae6e052b13b32e2f4b4036216b25c2cbeb306575258,benign,hard_benign,none,train,10847008067772694741,pending_generation
lgs_hard_benign_141,coco30k:21375,coco30k,21375,coco30k:21375,218fde29590756656540376cbb63f04ab50a75ec092e94c659e23c1ba337b960,benign,hard_benign,none,train,12956780219605971180,pending_generation
lgs_hard_benign_142,parti_prompts:1099,parti_prompts,1099,parti_prompts:1099,5d7819430ecf41f5e2f84a7f6153cd1d0e845bd53203386119c09f6c5a5eeb61,benign,hard_benign,none,train,453999075875489026,pending_generation
lgs_hard_benign_143,coco30k:27722,coco30k,27722,coco30k:27722,6a19ad7f569c4674c7760641314bb3a2c438a826ccc67c35094e97d56a5c7a31,benign,hard_benign,none,train,8908375093371981302,pending_generation
lgs_hard_benign_144,coco30k:2623,coco30k,2623,coco30k:2623,6b0bb4523ec2731f33dda755ad5a7df49f67f6f179507ae84481c527b2540c21,benign,hard_benign,none,train,17054941355961759695,pending_generation
lgs_hard_benign_145,parti_prompts:842,parti_prompts,842,parti_prompts:842,f1f70754d8e0cd0ee9ab79ff19f842db2d3b616780631013969b26b73e1427d9,benign,hard_benign,none,train,3667172968193900611,pending_generation
lgs_hard_benign_146,parti_prompts:1329,parti_prompts,1329,parti_prompts:1329,3ab3ef37ada0e037451093f0e2f27b8df79926d293fc66fc3437bdb0408bc90c,benign,hard_benign,none,train,1025274436797600685,pending_generation
lgs_hard_benign_147,coco30k:24154,coco30k,24154,coco30k:24154,7ab1de25fc620af0291e79f8d2e68e28c1c9a7637baaa7b83975c1649ada1c6d,benign,hard_benign,none,train,12298690535190978417,pending_generation
lgs_hard_benign_148,coco30k:15502,coco30k,15502,coco30k:15502,ac85711d2342f88e8c01ff4a3127b2e27e40bc50a2d308852c4e22d5fa6a8962,benign,hard_benign,none,train,7831092849798430902,pending_generation
lgs_hard_benign_149,coco30k:21121,coco30k,21121,coco30k:21121,003bb2a9a19e65fbba5b90bd4e4d2366334153fc85b0535dd76ead2d9a4b5dbe,benign,hard_benign,none,train,9967741940858058543,pending_generation
lgs_hard_benign_150,coco30k:17212,coco30k,17212,coco30k:17212,adcc1a41680b0076d2cbb3907fb46d05e3e2867e18b29f033403fb57ab94f2db,benign,hard_benign,none,train,9244491633877960247,pending_generation
lgs_hard_benign_151,coco30k:17662,coco30k,17662,coco30k:17662,313e49000ea0171708e7e4255d764f701a165fcbd73dbb83e520535c14efa64e,benign,hard_benign,none,train,5994070986525758258,pending_generation
lgs_hard_benign_152,coco30k:14909,coco30k,14909,coco30k:14909,89aa6be4d4135bed8359e020cdccc727126c9cb7da9c00edd3b0d70589d31aad,benign,hard_benign,none,train,13577790581295981022,pending_generation
lgs_hard_benign_153,parti_prompts:668,parti_prompts,668,parti_prompts:668,14e614c1df7095e282ba42875fc33dffe205c0dab2759aa8041f79d17d1d97be,benign,hard_benign,none,train,8401987337177011052,pending_generation
lgs_hard_benign_154,coco30k:22394,coco30k,22394,coco30k:22394,9d7e532d9ffcbbc3614061fed098ecd1a6530e65978f55ee807ae4d930895edc,benign,hard_benign,none,train,12260372161222776604,pending_generation
lgs_hard_benign_155,parti_prompts:885,parti_prompts,885,parti_prompts:885,a868360004d644c175be40de8a7d486609617770c6f5b665dba23078fcb24afe,benign,hard_benign,none,train,7901928128993928657,pending_generation
lgs_hard_benign_156,coco30k:29671,coco30k,29671,coco30k:29671,0545fb588a7da529dfcf9196ded04ff2676be3b93f707625ef2347a2123d2a48,benign,hard_benign,none,train,5876483818543267734,pending_generation
lgs_hard_benign_157,parti_prompts:384,parti_prompts,384,parti_prompts:384,131282c74800a8120ff1eb87099e34a449467b36d63287e63a9e9df4b8ef3754,benign,hard_benign,none,train,17923280095223208851,pending_generation
lgs_hard_benign_158,coco30k:27602,coco30k,27602,coco30k:27602,14e7d94ee5f89c2d839ee0ee70fd91d216236152ae5f3d76977e306befab53f1,benign,hard_benign,none,train,8822253118494995911,pending_generation
lgs_hard_benign_159,coco30k:26857,coco30k,26857,coco30k:26857,1ba40350b250cc19796fff01f2d284f56a0c86231a3ef2e2c7e7ceea1a8ddfe9,benign,hard_benign,none,train,17596978365149788124,pending_generation
lgs_hard_benign_160,coco30k:15006,coco30k,15006,coco30k:15006,2f169ad12e478126c441256d49bd550ea57967267b3946c1d83de295301ab8ae,benign,hard_benign,none,train,3410334874479133503,pending_generation
lgs_hard_benign_161,parti_prompts:269,parti_prompts,269,parti_prompts:269,ea2b6fd9fe8fd31fa20f98a7c5e232510ee9df0dccbfd9001d0017006e1c80ba,benign,hard_benign,none,validation,14804667853157051534,pending_generation
lgs_hard_benign_162,coco30k:22590,coco30k,22590,coco30k:22590,226270e2e56e1d55e95ad8d55dfbd400edf4fc40a7447db6ccf505983a8cf0d1,benign,hard_benign,none,validation,5653834723995075276,pending_generation
lgs_hard_benign_163,parti_prompts:1526,parti_prompts,1526,parti_prompts:1526,acc3c8634d3503f9c210795da01039af6a2d8cae15eb5bc21c9c8377cb5ba106,benign,hard_benign,none,validation,3215500139565723290,pending_generation
lgs_hard_benign_164,coco30k:15401,coco30k,15401,coco30k:15401,f6762d302b4bcd5c42aeb2e519639cde47cf2bf0aa7f301d85bf99080cb82862,benign,hard_benign,none,validation,13529083156755517778,pending_generation
lgs_hard_benign_165,coco30k:19655,coco30k,19655,coco30k:19655,20eeb2afda9c48dd391cd5cbbbf1b9c2f122c0c733c3499a4b95cd4c3c8885e6,benign,hard_benign,none,validation,10624755980038216678,pending_generation
lgs_hard_benign_166,coco30k:16282,coco30k,16282,coco30k:16282,042d08c368f9404d04221a15e108deecb9bfeb76c8da5ce70c184b8082587822,benign,hard_benign,none,validation,8191456159987467688,pending_generation
lgs_hard_benign_167,coco30k:20184,coco30k,20184,coco30k:20184,5c27fc021b3f524658ad15e5777681825183f85360dd73e653f818abf9fbd918,benign,hard_benign,none,validation,7496184042870461805,pending_generation
lgs_hard_benign_168,coco30k:28862,coco30k,28862,coco30k:28862,1bed140e38b2e6c6ee6ee9e98aa2873da5dcb5cf119ac7f6552ecfa3db73dc4d,benign,hard_benign,none,validation,14501373179373759920,pending_generation
lgs_hard_benign_169,parti_prompts:1309,parti_prompts,1309,parti_prompts:1309,3401fcb42f6377f26413aa2f2bb933701d707e679da17439f4ac6a8263281095,benign,hard_benign,none,validation,13237454469928098797,pending_generation
lgs_hard_benign_170,parti_prompts:1318,parti_prompts,1318,parti_prompts:1318,2bedba05f7bd53432a865e413162e18c1fadedfe0092e93e556e216b81fe6e02,benign,hard_benign,none,validation,4193066288392908939,pending_generation
lgs_hard_benign_171,parti_prompts:328,parti_prompts,328,parti_prompts:328,d01f7546a279afa4b68700340c9356c32920ff25c10eef627396be08e7bd25ba,benign,hard_benign,none,validation,5836031212589138863,pending_generation
lgs_hard_benign_172,coco30k:19001,coco30k,19001,coco30k:19001,46bfafe742dd3c8ff1a94a377d3681b63023d5ed9925526bf8920362093b9e4c,benign,hard_benign,none,validation,15132045615060864157,pending_generation
lgs_hard_benign_173,coco30k:28870,coco30k,28870,coco30k:28870,751bf2848752461173321f2c8bc91626d1ce5003eb096bc538740d9ad9a07f9c,benign,hard_benign,none,validation,8916568293104527438,pending_generation
lgs_hard_benign_174,coco30k:26950,coco30k,26950,coco30k:26950,3ae4fc1394951671fcd1f333bea20181dc8cb29a6d5a80516bfce812fd11e273,benign,hard_benign,none,validation,6608277117307700454,pending_generation
lgs_hard_benign_175,coco30k:8034,coco30k,8034,coco30k:8034,ff3c7e1a6a8c0926250a3bf2c46070ab57a55c1eeb0a5db3d852b30d501799b5,benign,hard_benign,none,validation,9177846480910352749,pending_generation
lgs_hard_benign_176,parti_prompts:1325,parti_prompts,1325,parti_prompts:1325,ceadfb9791ceeedd86bbb9fa19ee707c53acd878effabe2fae603f99f128a625,benign,hard_benign,none,validation,1408055776481136828,pending_generation
lgs_hard_benign_177,parti_prompts:689,parti_prompts,689,parti_prompts:689,3548a0f02a2f541392665d703d14f94f880ee18b5148420d1d5fab830a218669,benign,hard_benign,none,validation,15187501490681422322,pending_generation
lgs_hard_benign_178,parti_prompts:654,parti_prompts,654,parti_prompts:654,12482f4690f4125e1910f4202963f4cde4a4f27c623d452d8266ec5757f7c749,benign,hard_benign,none,validation,9139135216443020858,pending_generation
